product_name,product_price
"Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Aug 13, 2019,Thank You for My Service,Ball of Collusion: The Plot to Rig an Election and Destroy a Presidency,Aug 13, 2019,A Better Man: A Chief Inspector Gamache Novel,How to Be an Antiracist,Aug 13, 2019,The Turn of the Key,Trick Mirror: Reflections on Self-Delusion,Aug 6, 2019,The Inn,The Girl Who Lived Twice: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series,Kochland: The Secret History of Koch Industries and Corporate Power in America,Aug 13, 2019,Pathfinder Core Rulebook (P2),Aug 1, 2019,If I Built a School,Aug 13, 2019,Radicals, Resistance, and Revenge: The Left's Plot to Remake America,Aug 27, 2019,Tiny But Mighty: Kitten Lady's Guide to Saving the Most Vulnerable Felines,Aug 6, 2019,Inland: A Novel,Old Bones (Nora Kelly Book 1),Tell us how we can improve","3,7,0,16,13,21,19,14,17,0,14,0,12,0,12,12,21,13,0,14,0,14,13,0,16,28,0,16,47,12,10,18,0,14,13,0,12,13,12,0,14,0,16"
